Id,Lasso,Ridge,ElasticNet,RF,ET,XGB,LGBM
29,12.176591682673733,12.177554033260089,12.177796640885528,12.082684576990143,11.999637033976883,12.157647132873535,12.196720123291016
30,11.219091859908737,11.248810620820691,11.222468878570226,11.261876003019184,11.337373250350783,11.176247596740723,11.130971908569336
31,11.270340994678955,11.3484743940616,11.265335464642588,11.478957553189638,11.415274681153484,11.46866512298584,11.399622917175293
32,11.822607086257044,11.836827526767072,11.824570631843118,11.85979540058049,11.880995447152312,11.869759559631348,11.821611404418945
33,12.177552013950091,12.17681977739104,12.177139938732267,12.164501949574268,12.21668520795704,12.16203784942627,12.129878044128418
34,12.063078377920728,12.044697874124816,12.062934614659149,12.03553958256745,12.057407128857587,12.020228385925293,12.063884735107422
35,12.59980739923493,12.602406529246922,12.599235733125882,12.550467275348502,12.61358152648725,12.573036193847656,12.589227676391602
36,12.609775953304588,12.6291862613416,12.612533948429828,12.611684582382582,12.65890381461706,12.661466598510742,12.67983627319336
37,11.90759072415068,11.918613930241133,11.908778949482702,11.921472141186262,11.910978333010034,11.922404289245605,11.902613639831543
38,11.880452942350274,11.888462620043985,11.880520523259868,11.927122797866408,11.91940661400947,11.92966079711914,11.95424747467041
39,11.756189927953242,11.752741760461294,11.75760803513291,11.784531668137982,11.78031757326196,11.772788047790527,11.76519775390625
40,11.290041788697762,11.262345475537758,11.2855564964845,11.395651632919538,11.47054310704689,11.384078979492188,11.342000961303711
41,11.85254862539091,11.843222676617366,11.85277424539893,11.951557512754896,11.947204716962649,11.90101146697998,11.855963706970215
42,11.995179028016478,11.997609877346733,11.99537712594192,11.976638387989455,11.944795747704536,12.033001899719238,12.026884078979492
43,11.92248762344144,11.916085365285484,11.922061209313286,11.822066725561177,11.81658774484798,11.849189758300781,11.86137866973877
44,11.798928005958096,11.798547905577747,11.798803185765877,11.748754944759686,11.784539888432851,11.77173900604248,11.799899101257324
45,11.858760734717682,11.856696003538342,11.860659750531068,11.829196449907128,11.820688221848371,11.86310863494873,11.862236976623535
46,12.620229907841164,12.617649268022372,12.619332916254676,12.582026450320722,12.557986958549044,12.563974380493164,12.569731712341309
47,12.532629227054596,12.532542086511178,12.531020136892352,12.540780430961584,12.462555533448269,12.594056129455566,12.593706130981445
48,12.457776741224848,12.45388973515696,12.4571412905976,12.407534084492555,12.385847076571965,12.39525032043457,12.395049095153809
49,11.45472417261147,11.434289168801872,11.453084060248424,11.624454478012986,11.600217307976347,11.526834487915039,11.508925437927246
50,11.766022536906066,11.76110767129251,11.765771790203107,11.764622331782004,11.76696466173336,11.76785945892334,11.765649795532227
51,12.087187795246503,12.088078157788106,12.08587309453448,12.070452928225382,12.08981842147935,12.08254337310791,12.107442855834961
52,11.741202041191048,11.722741837653592,11.740005029955126,11.677959903952347,11.733788274601968,11.675982475280762,11.692843437194824
53,11.52793282553774,11.449865691031466,11.523161202561846,11.625087640238856,11.53132224531858,11.627334594726562,11.571098327636719
54,12.760249900565691,12.756476290172085,12.7677376151612,12.688364675979866,12.622267274736904,12.759903907775879,12.842793464660645
55,11.742177242962905,11.743562288033656,11.742191959022524,11.758356915533556,11.830222339689266,11.759309768676758,11.75376033782959
56,11.988988272245749,11.986794237490528,11.987943848202931,12.01696718455276,12.028804722950737,11.990139961242676,11.993181228637695
57,12.184976048804986,12.186148628423782,12.184045096602391,12.242642143360529,12.297450617317448,12.210612297058105,12.208359718322754
58,12.186256909422651,12.18202981685348,12.185672901866502,12.203028784572762,12.1887179187267,12.202198028564453,12.182721138000488
59,13.006976164349364,13.002015370829763,13.010936691520085,12.826078099979538,12.913567406147758,12.96533489227295,13.114603042602539
60,11.649843099381258,11.658933269692591,11.648783391913415,11.709583650867769,11.707407069315709,11.693384170532227,11.688502311706543
61,12.119242600557484,12.10823824304428,12.11828422936142,11.987434133013434,11.950704082624986,12.027130126953125,12.047531127929688
62,11.550342765679044,11.52765773014527,11.549719642599843,11.46148301636135,11.459736806437324,11.423738479614258,11.525787353515625
63,12.245109610007018,12.250875450387786,12.245780856654722,12.272009535614549,12.26590305812018,12.257915496826172,12.26817512512207
64,11.842878921914243,11.868301884186124,11.847254259265704,11.943053340819604,11.85199931386924,11.899693489074707,11.86347484588623
65,12.345374894262058,12.341974487680451,12.345125736133213,12.34478587271926,12.319358503787772,12.344202995300293,12.376991271972656
66,12.5555592335614,12.551992132444946,12.556266909446924,12.622471443243551,12.60030855283486,12.605308532714844,12.619248390197754
67,12.34640211170186,12.349146231042203,12.34338464771074,12.453747838144857,12.3806754496643,12.462847709655762,12.501825332641602
68,12.300094951785171,12.291602138823606,12.298507333847937,12.265808716944678,12.259518469761352,12.28625774383545,12.305795669555664
69,11.241449794888272,11.238842141549709,11.24099744390046,11.478904912186769,11.552445813485647,11.396784782409668,11.350701332092285
70,12.281466897253368,12.271798447229438,12.289696075110063,12.327479776235922,12.290828646954626,12.326708793640137,12.307489395141602
71,12.53178777484645,12.521901793038849,12.529209669493495,12.46634637139952,12.278541476315835,12.525955200195312,12.481314659118652
72,11.66190205882186,11.657347139880605,11.66171229963838,11.713685030967854,11.749162250939456,11.724884033203125,11.758744239807129
73,12.165025795456865,12.16431508445704,12.165773154483382,12.16107036089798,12.133312489571818,12.165767669677734,12.17236042022705
74,11.859771245330952,11.863097840841116,11.859747282284584,11.872372270236776,11.894927940618578,11.871002197265625,11.85086441040039
75,11.55667684184708,11.566779241300956,11.55751440578339,11.74227313774536,11.67353864697509,11.670987129211426,11.636202812194824
76,11.483808748739625,11.467842271485122,11.485486513783734,11.467081615579426,11.461283828443957,11.470434188842773,11.478928565979004
77,11.63162139441992,11.635768546732422,11.631937238674022,11.651660332895029,11.63392014315358,11.687865257263184,11.698078155517578
78,11.669120238972749,11.67014795570224,11.669914176647158,11.68957199372474,11.674515406304751,11.7072114944458,11.727151870727539
79,11.7184393714137,11.719463430005494,11.71830214560424,11.822841101761462,11.752587004313645,11.760075569152832,11.796771049499512
80,11.613358367449909,11.627965381213288,11.614348269942523,11.625869351269571,11.691708920263451,11.62560749053955,11.633896827697754
81,12.232981310320923,12.247014839589331,12.236273546316603,12.166555195785431,12.17163771525867,12.161945343017578,12.22644329071045
82,12.004022503747422,12.00664264812133,12.001085633062072,12.0649145894594,12.060895479698155,12.057552337646484,12.059799194335938
83,12.43059105169788,12.438840079194266,12.43044071445457,12.394790251187208,12.370672682025356,12.387955665588379,12.388350486755371
84,11.760130813820217,11.741751513947026,11.757619273552368,11.790161561775076,11.74674455518775,11.785382270812988,11.741826057434082
85,11.9796601164605,11.983923377368797,11.98014415996026,12.02922435535522,12.041612871312308,12.038836479187012,12.046784400939941
86,12.5107237758012,12.508008273878096,12.513675269301912,12.549920881944644,12.480522383562366,12.473291397094727,12.464710235595703
87,12.121863006768576,12.115328877389103,12.121505137235344,12.093146654186414,12.081456487664042,12.098795890808105,12.070857048034668
88,11.98611034191494,11.98992816950407,11.989922610675077,11.900585249280828,11.97899099339139,11.861557006835938,11.948014259338379
89,10.868021679671417,10.932916308574772,10.85934338531178,11.444456049485945,11.147054581477652,11.081950187683105,10.777416229248047
90,11.700468247501128,11.705364636006909,11.701374419770072,11.673881065008969,11.683797471019105,11.667237281799316,11.687031745910645
91,11.510465239509095,11.520545379803476,11.514595079015844,11.477554878174882,11.528539530567146,11.505382537841797,11.549687385559082
92,11.64954210364838,11.605114714321378,11.648540160475063,11.791728774852334,11.795165411556791,11.635205268859863,11.593549728393555
93,11.845491835942475,11.860651565539714,11.847155972814408,11.703913953079695,11.748876131241206,11.783767700195312,11.832537651062012
94,11.853507823965336,12.026918371451096,11.84658541923943,12.06343836151514,11.971516793931796,12.026304244995117,11.944940567016602
95,12.1755453554902,12.16899222168427,12.175168736190876,12.234370778481706,12.24684123481696,12.210987091064453,12.188892364501953
96,12.189818226281291,12.186391669554464,12.1887124642992,12.033417360040747,12.127407301165029,12.062935829162598,12.068760871887207
97,12.308397699680478,12.305219560735909,12.307213561462232,12.348855108944258,12.288824250568094,12.339797019958496,12.349519729614258
98,11.62958781859513,11.647964502671227,11.631395099155652,11.724955246991014,11.73822829455958,11.741979598999023,11.681272506713867
99,11.257229928702488,11.253356072638988,11.253901693106831,11.35614458438942,11.381550291432548,11.320737838745117,11.274958610534668
100,11.612916336132722,11.612430885742464,11.615767956856278,11.70426863857604,11.603714294072734,11.715243339538574,11.700403213500977
101,12.282912301840222,12.270802182819024,12.279763945433514,12.227341184621684,12.24594482506206,12.264388084411621,12.2810640335083
102,12.043747555749093,12.044160240459334,12.043512915896605,12.08726777294422,12.12258835036182,12.083409309387207,12.041264533996582
103,11.66704839535583,11.619381094691176,11.663728850457884,11.731741403454446,11.73934515085905,11.624774932861328,11.620646476745605
104,12.105978887179395,12.107952896607957,12.106094549186215,12.18856878940551,12.178416073610396,12.209726333618164,12.178367614746094
105,11.964875924001266,11.970865118069517,11.968755649880524,11.955807280817805,11.929238301718756,11.91894245147705,11.95037841796875
106,12.422691200342047,12.433224554625005,12.424234887149108,12.478244799501311,12.462063875506834,12.462492942810059,12.485814094543457
107,11.425115109115984,11.452173524300594,11.427952236828,11.461618185598711,11.482218823735224,11.470821380615234,11.414820671081543
108,11.366310987122755,11.390953751078936,11.366724595852787,11.502672663609667,11.56110859851666,11.473529815673828,11.458029747009277
109,11.675760138592876,11.66505751791531,11.68184852179467,11.736231667714748,11.646088169564592,11.72885799407959,11.752327919006348
110,12.272096823050855,12.24146394624438,12.270685216989676,12.238704418065,12.20941400924333,12.205955505371094,12.185501098632812
111,11.883652447992173,11.858587408299485,11.881810973706989,11.917344321547,11.909277095251555,11.890750885009766,11.851398468017578
112,12.050957076233429,12.059177621811834,12.053745796929324,12.043932580088075,12.067338304815186,12.037617683410645,12.08444595336914
113,12.771384912229452,12.762094581598598,12.77175688030615,12.639894923652,12.657665179241484,12.663679122924805,12.752684593200684
114,12.374043712805191,12.334882799884312,12.376302173122143,12.197045007004336,12.221137529937472,12.212692260742188,12.193955421447754
115,12.387071455199395,12.36483491990366,12.390747593452325,12.146784261143711,12.249874408335996,12.209779739379883,12.314614295959473
116,12.02378193809193,12.038191459951184,12.026486869802778,12.02110512085252,12.006707510508736,11.987753868103027,12.0184907913208
117,11.720299031421828,11.72694169708818,11.720948708566809,11.81684961841138,11.833147547465936,11.795879364013672,11.773941040039062
118,11.9065991003217,11.911383536028126,11.906530739423207,11.906854773839587,11.916976922601968,11.881797790527344,11.900020599365234
119,12.654168062798286,12.648831407147654,12.65432703321878,12.66990934392021,12.596953144142269,12.763805389404297,12.699088096618652
120,12.10919332552737,12.110420578824334,12.109379922415728,12.05536103256994,12.065954384818426,12.061063766479492,12.046124458312988
121,11.985227325417924,11.998290048490814,11.989826816465506,11.854861260065052,11.969299517381952,11.921268463134766,11.95102310180664
122,11.464153777496453,11.449639506876778,11.464519454739015,11.57661215528568,11.5967011392968,11.509641647338867,11.573751449584961
123,11.884982758712251,11.890211833329428,11.8847446889992,11.849546294743073,11.855173585026906,11.848589897155762,11.85474967956543
124,11.976305375907932,11.97501044828048,11.97645601516737,12.068169689293084,12.085092724473174,12.065750122070312,12.000182151794434
125,12.05681064350619,12.036716353501314,12.055113023680114,12.03847878969159,12.037890456359206,12.068245887756348,12.049944877624512
126,11.545621348945197,11.471107649907172,11.544134676613014,11.329211822840838,11.325818271941069,11.31571102142334,11.310481071472168
127,11.738175506595416,11.7565664333428,11.739055315904755,11.774032085660354,11.827326313937604,11.76150131225586,11.7551851272583
128,11.376037945169283,11.404655392457109,11.37809286974776,11.456377600720955,11.53338968681961,11.461284637451172,11.436039924621582
129,11.845022882960476,11.850836190532643,11.845282968588736,11.86840324802288,11.96325746475489,11.890365600585938,11.887432098388672
130,11.826416403252612,11.797169398288975,11.814373546952474,11.817480914247245,11.83929027187642,11.80321216583252,11.810861587524414
131,12.339306695430796,12.346763048441195,12.33871745945317,12.278849923429174,12.224684288715018,12.323589324951172,12.331521987915039
132,12.323527605241846,12.322932675989936,12.32350510351752,12.259085071359022,12.251072466515756,12.256893157958984,12.256662368774414
133,11.940227544174824,11.939319784301553,11.94194876197968,11.896320734033395,11.883146361417344,11.905750274658203,11.938308715820312
134,12.24876178681737,12.238499714817769,12.247447846770608,12.221775856842228,12.24469080353466,12.24826431274414,12.235380172729492
135,12.08056822544689,12.080367139195472,12.080975481910352,12.067661203709406,12.047093948568069,12.035101890563965,12.041176795959473
136,12.119775825180596,12.097949546041807,12.115307085986936,12.108114091134864,12.078246670876563,12.093661308288574,12.113913536071777
137,11.831455680240964,11.848267620992646,11.832419917158065,11.936378338621903,11.9460104794175,11.907004356384277,11.879837989807129
138,12.209817936368465,12.178241190189745,12.205286862996273,12.384149744092417,12.119743176667573,12.369573593139648,12.283109664916992
139,12.433438030823924,12.426825017502509,12.432870519781796,12.390092692180204,12.423765857774498,12.389020919799805,12.385337829589844
140,12.244187237872792,12.248148448764836,12.245364480276027,12.204738487739808,12.225383785574191,12.200888633728027,12.216253280639648
141,11.523628936801105,11.50439036306427,11.5242685864739,11.59489524345762,11.578766735496067,11.618464469909668,11.6141939163208
142,12.411128356059963,12.401014041784729,12.410106809635156,12.463850951411075,12.343236130092643,12.467169761657715,12.428304672241211
143,11.754032183801158,11.740207789786298,11.755093362968184,11.793838663234247,11.76473076045282,11.717482566833496,11.70630931854248
144,12.277278190906992,12.2723235674792,12.276595948819066,12.257135526456688,12.276551427810944,12.24567985534668,12.234847068786621
145,11.852598416310174,11.84199140658519,11.852324113567668,11.890995937816731,11.798623850872463,11.863760948181152,11.74682331085205
146,11.810844976637387,11.815402672340175,11.807795535080222,11.898753908908326,11.812404620362791,11.924224853515625,11.76694107055664
147,11.615728345708154,11.635772946007354,11.619283304004217,11.50816450827534,11.610561085087712,11.541949272155762,11.577110290527344
148,12.28475559998573,12.274936424304643,12.284702434379934,12.301129464331297,12.297920947135497,12.293522834777832,12.27596664428711
149,11.944099612938354,11.939096566764192,11.943416953729082,11.896737258666404,11.833757186303185,11.956180572509766,11.940258026123047
150,11.62600425321218,11.620187872257029,11.62824260720294,11.594573282638908,11.626041046059356,11.51693344116211,11.5176362991333
151,11.796625113984812,11.79404107682728,11.797210264942276,11.833809004363,11.851460806673028,11.855340003967285,11.830456733703613
152,12.605384420428171,12.607403496717572,12.60747230584927,12.659692058189744,12.636809531901926,12.672632217407227,12.708330154418945
153,12.13229453343748,12.129600535893296,12.132064397868138,12.145787155187966,12.122102890999212,12.150577545166016,12.129404067993164
154,12.212653524677634,12.211560218674505,12.217634345219352,12.05204360765764,12.066735503958435,12.097268104553223,12.201444625854492
155,11.55169235987862,11.545895621425515,11.545904249664048,11.754349057261653,11.607442333886851,11.630158424377441,11.533713340759277
156,11.29873133131242,11.276522556325848,11.279059515601007,11.35372874951326,11.26325187086702,11.28139591217041,11.265159606933594
157,11.617781468803772,11.604432216059612,11.616629741364838,11.541642594254776,11.557253473596717,11.573025703430176,11.615867614746094
158,12.49614686047128,12.484773885813844,12.495281314001874,12.45441721916556,12.57089325847354,12.508617401123047,12.508950233459473
159,12.372413373081244,12.37502220943844,12.373412801996787,12.350777186987967,12.367091346473387,12.367067337036133,12.32685375213623
160,12.614686996221778,12.637945552433866,12.615001602119188,12.560044403624747,12.500604514440488,12.601187705993652,12.591064453125
161,12.052389558701012,12.071283360784312,12.053429334863894,12.023421938072415,12.02426917081834,12.027107238769531,12.014969825744629
162,12.90535896379643,12.914204766647968,12.905450107580482,12.837697336058186,12.783984290115058,12.917181015014648,12.909290313720703
163,12.40091871466014,12.404109909816771,12.402940762560876,12.39542213718254,12.325644738128698,12.402314186096191,12.37700366973877
164,11.40916610433587,11.427156058130713,11.41463117277603,11.49688833693328,11.458597794447329,11.445100784301758,11.474071502685547
165,11.916630152627471,11.909120828269725,11.917148046706936,11.864183581679958,11.790291866536943,11.85157299041748,11.886161804199219
166,11.710533111376831,11.691664381929868,11.704647914487593,11.639775666447362,11.64947698887056,11.716996192932129,11.73825740814209
167,12.172541858293789,12.187642332560689,12.175191566817794,12.103679096744692,12.09869740850242,12.135671615600586,12.165079116821289
168,12.76530303511693,12.771406466233053,12.766020780180645,12.726302665305631,12.771702518975,12.769439697265625,12.809601783752441
169,12.176335426040444,12.16481867967257,12.173875141199142,12.19779489174053,12.170121787279689,12.17066478729248,12.16748332977295
170,12.328953111384465,12.321678023836682,12.33232344214096,12.392294955076832,12.303029510846985,12.35970687866211,12.371054649353027
171,11.710154455103828,11.68198760999933,11.708955014824568,11.66545369836414,11.669748857793143,11.666268348693848,11.695269584655762
172,12.253644426825964,12.234208413625485,12.253902988774406,12.072041170020444,12.051512753689291,12.135537147521973,12.203485488891602
173,12.334952955580343,12.315121169226066,12.337672017266936,12.203992637976937,12.189834095119664,12.21461296081543,12.253684043884277
174,11.909777461765728,11.909070490977085,11.90291719394359,11.95255242934801,11.950166611870388,11.959753036499023,11.929758071899414
175,12.232305116350588,12.23832003062914,12.23261417260633,12.190526099588192,12.151449189115102,12.14145565032959,12.149629592895508
176,12.24998843402674,12.227164294727512,12.244696054211218,12.253367993926403,12.245537186194412,12.313780784606934,12.253230094909668
177,12.305629407385055,12.317209508861598,12.307731376001644,12.305537054422302,12.270843494971286,12.257983207702637,12.216803550720215
178,12.0783740402804,12.086352479725358,12.078937877607766,12.049697775155003,12.068675454747291,12.041199684143066,12.014391899108887
179,13.061993591613348,13.039183865132852,13.064584867950458,12.984138581399977,12.953796782453905,13.070916175842285,13.036148071289062
180,11.600251103449656,11.612353685771522,11.601765918041249,11.636415921141944,11.623550556468563,11.619229316711426,11.605386734008789
181,11.99716223833828,11.996540105873216,11.99765881483468,12.049878000654044,12.069790045078475,12.035372734069824,12.044744491577148
182,12.054210991763318,12.042314943441609,12.053845522385329,12.005982967627345,12.0583941893299,12.088955879211426,12.095261573791504
183,11.66469310608008,11.666415478583444,11.661182888310345,11.649191427293884,11.765262805958573,11.617574691772461,11.624598503112793
184,12.2787639263331,12.260131114537042,12.277771424554151,12.301981102196756,12.162540542824624,12.241361618041992,12.231682777404785
185,11.800860459986172,11.806840704758626,11.800008239875952,11.74376047514885,11.792365224682117,11.72812557220459,11.705334663391113
186,12.708352449032402,12.708306711023704,12.705157251284616,12.736502748865655,12.583782267783649,12.780876159667969,12.819440841674805
187,12.130291916764223,12.142592340768449,12.13017665499875,12.098940296662931,12.112990104278182,12.116461753845215,12.104825019836426
188,11.79486646041154,11.786486293337772,11.794775795653184,11.771485433768689,11.763794725077265,11.747958183288574,11.682767868041992
189,11.925586172006794,11.912992909900334,11.924263527333444,11.88331993838556,11.877645464159835,11.893790245056152,11.898719787597656
190,12.50985188960611,12.486390309050371,12.510324208722238,12.475741304420788,12.48495282052143,12.519559860229492,12.519427299499512
191,12.421538371567957,12.40632352849232,12.417068085514808,12.482960349827794,12.44381482444586,12.476571083068848,12.548050880432129
192,12.222813582763695,12.221353649916258,12.221686001230914,11.987941578080951,12.032724652534052,12.038601875305176,12.056907653808594
193,12.233694526803136,12.22789395332589,12.23163187365471,12.227001377954196,12.230736359508729,12.238849639892578,12.21885871887207
194,11.834464221644645,11.83967832166251,11.829267687054404,11.905655673686654,11.824601039833444,11.91914176940918,11.830586433410645
195,11.687459635998843,11.679658270182848,11.686273827770853,11.71747943539315,11.74446774442671,11.71943473815918,11.730801582336426
196,11.884685572020116,11.880199270707235,11.881545407439855,11.936266710670308,11.929221692242349,11.947426795959473,11.916569709777832
197,12.685234764509314,12.72085464589319,12.686027817611976,12.556184365818826,12.661826380879834,12.604060173034668,12.590302467346191
198,12.513225494227616,12.547556564142312,12.51502819252224,12.62137758876858,12.524336716397997,12.662158966064453,12.657946586608887
199,11.667153313182324,11.67153328086846,11.669688963879748,11.814994371476338,11.660708317968345,11.703495979309082,11.627606391906738
200,12.622906072852487,12.61900645858486,12.62330645978209,12.637620129882976,12.649694982245704,12.647972106933594,12.606389999389648
201,11.761391165914938,11.782860404835738,11.76252215156147,11.90559055951425,11.921208300690743,11.866361618041992,11.812826156616211
202,12.00709720360967,11.998472660534407,12.005625179262712,11.982959232531476,11.944186384779378,12.013229370117188,12.04321575164795
203,11.70705330569779,11.706891346989575,11.70293055673877,11.695731960493768,11.743831716919082,11.68781566619873,11.691729545593262
204,11.823474792187966,11.823718110686883,11.822491196830503,11.886519580905624,11.891741103013292,11.869765281677246,11.870378494262695
205,11.628700777926378,11.60678631385254,11.627568145844162,11.662796671601583,11.668517558714436,11.67900562286377,11.703184127807617
206,12.08682835853826,12.08241650220243,12.084297036177093,12.123848872744672,12.11071105359366,12.087074279785156,12.095035552978516
207,11.807281842027908,11.797919673872476,11.799276534657333,11.936798607963294,11.954997372180992,11.85158920288086,11.775485038757324
208,11.725670561831446,11.735282762183274,11.724952214852912,11.825792427247247,11.819525966603686,11.811570167541504,11.807045936584473
209,12.385175040819526,12.34595705295354,12.381930783306988,12.377788475644442,12.35780220904556,12.38482666015625,12.353431701660156
210,11.963018859819986,11.949895933043004,11.96151894486373,11.898554307663046,11.903002905015327,11.895746231079102,11.920974731445312
211,11.437003294730305,11.45354963510772,11.437362778350108,11.465408988427672,11.343826854084028,11.422771453857422,11.41739559173584
212,12.034104778828729,12.03672383963522,12.033117543318829,12.060605566110077,12.053862117290056,12.057891845703125,12.004768371582031
213,12.417120495751616,12.415095007287864,12.418541089098245,12.313956424393847,12.312070877048289,12.382100105285645,12.425237655639648
214,11.911430642414874,11.919015249177203,11.91185460150478,11.877267834511963,11.87582685237332,11.895800590515137,11.92508316040039
215,11.954671339182685,11.927841479739325,11.950670144727551,11.892474528640838,11.91068269955046,11.921151161193848,11.903064727783203
216,11.80092398753098,11.803715427475488,11.798687374151124,11.893443435610216,11.906211867450654,11.90392017364502,11.842023849487305
217,12.257291824424492,12.25170239747223,12.257402803179913,12.224009055739025,12.246053052600528,12.236282348632812,12.22332763671875
218,11.377243834856149,11.39378308218699,11.375519043113894,11.44330097033675,11.509695319777611,11.306735038757324,11.267659187316895
219,12.42715102756833,12.414898297161518,12.428213789112109,12.217470871517817,12.193372030507769,12.300548553466797,12.396697044372559
220,12.059453067797095,12.070288126991269,12.060011200055405,12.11684999492355,12.124235273263237,12.10012435913086,12.113962173461914
221,12.25885321287704,12.245821147008575,12.25714684351166,12.29751954724183,12.264938385060695,12.27374267578125,12.288725852966309
222,12.272112467935116,12.25448374854953,12.272774874920565,12.279841645954695,12.322961951646908,12.257650375366211,12.228053092956543
223,12.038570087009743,12.0505618651124,12.038789957809657,12.042698577222424,12.053778075725464,12.037721633911133,12.067117691040039
224,11.600515268972256,11.585193950899088,11.599661165564564,11.72896807596424,11.679735587401591,11.71209716796875,11.690065383911133
225,12.941864627684549,12.930247617597113,12.938734486260149,13.00694218116364,13.001522839167244,12.994142532348633,12.939451217651367
226,11.424576519128404,11.428304699580636,11.424567299519248,11.592234177173976,11.532154763497031,11.537099838256836,11.447200775146484
227,12.458063424368842,12.451512892396428,12.45950749755336,12.567869181749812,12.544747171465207,12.526677131652832,12.437384605407715
228,11.50387497088217,11.500734316008488,11.502889042419348,11.44872942085578,11.451316389714666,11.459053993225098,11.460107803344727
229,11.596926673196815,11.58734840394539,11.59423129791299,11.75737646099835,11.704220268041944,11.746421813964844,11.720596313476562
230,12.145705552985206,12.153371857743702,12.145740641478778,12.22227008902334,12.239464102324586,12.186152458190918,12.207274436950684
231,11.81033137955442,11.812645357031188,11.810662208714906,11.857453952794184,11.858390806508249,11.832463264465332,11.843031883239746
232,12.760296101685013,12.76392072756897,12.761392175230435,12.756682364019731,12.754826953928951,12.841592788696289,12.876692771911621
233,11.444740179588852,11.44025601483136,11.443826070912271,11.524898818257896,11.631646289804422,11.49766731262207,11.502440452575684
234,11.715127545347668,11.719391900984586,11.713969237014664,11.744480698585177,11.761462836849915,11.781478881835938,11.777225494384766
235,12.289936267212722,12.28748866630158,12.28924022143199,12.24461483667905,12.246738192661104,12.22757625579834,12.253957748413086
236,11.365709524957598,11.380477825993982,11.36617972101388,11.42638539293906,11.43238625047334,11.34547233581543,11.305514335632324
237,12.173027326576204,12.156675510478411,12.170533143719396,12.1656422901279,12.151637291898291,12.155879974365234,12.133088111877441
238,12.317262880126986,12.322311394048754,12.318092175994495,12.23701702797944,12.252727693923646,12.242926597595215,12.242746353149414
239,12.553732818284326,12.554580697801184,12.555122007142277,12.492959502143336,12.567251117100854,12.463111877441406,12.442472457885742
240,11.673787256449106,11.647848868516885,11.672023148791984,11.789130764632397,11.804042502609258,11.710782051086426,11.757675170898438
