MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice,Id
5,4.3694478524670215,9.236495329453033,0.6931471805599453,1,0,0.0,7,4,1999,1999,5.214935757608986,1.0986122886681096,1.6094379124341003,2,1.6094379124341003,0.0,0,7.0587581525186645,1.9459101490553132,0.0,6.056784013228625,1588.0,0,0.6931471805599453,7.370860166536716,0.0,0.0,7.370860166536716,0.0,0.0,2,0,3,0.6931471805599453,1.0986122886681096,6,1.9459101490553132,0,3,7.600902459542082,2,2.0,472.0,1.791759469228055,1.791759469228055,1.0986122886681096,5.0689042022202315,3.4011973816621555,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,10,0,8.063692634269517,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.273735966890268,97
5,4.304065093204169,9.298534382712099,0.6931471805599453,1,3,0.0,4,4,1965,1965,3.8918202981106265,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,1.3862943611198906,5,6.255750041753367,1.9459101490553132,0.0,6.089044875446846,960.0,4,0.6931471805599453,6.8679744089702925,0.0,0.0,6.8679744089702925,1.0,0.0,1,0,3,0.6931471805599453,1.3862943611198906,6,1.9459101490553132,0,3,7.583756300707112,0,1.0,432.0,1.791759469228055,1.791759469228055,0.6931471805599453,4.795790545596741,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,7,1,7.560601162768557,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.459007676978688,98
6,4.454347296253507,9.271059107010888,0.6931471805599453,1,3,0.0,5,4,1920,1950,0.0,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,1.3862943611198906,0,4.6913478822291435,1.9459101490553132,0.0,5.860786223465865,458.0,1,0.0,6.728628613084702,0.0,0.0,6.728628613084702,0.0,0.0,1,0,2,0.6931471805599453,1.3862943611198906,5,1.9459101490553132,0,3,7.560601162768557,3,1.0,366.0,0.6931471805599453,1.791759469228055,1.0986122886681096,0.0,0.0,4.356708826689592,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,5.993961427306569,7,4,7.165493475060845,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.326607934898927,99
5,4.356708826689592,9.140025198061156,0.6931471805599453,1,0,0.0,4,4,1959,1959,0.0,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,1.3862943611198906,0,6.345636360828596,1.9459101490553132,0.0,5.945420608606575,950.0,1,0.6931471805599453,7.111512116496157,0.0,0.0,7.111512116496157,1.0,0.0,1,1,3,0.6931471805599453,1.3862943611198906,6,1.9459101490553132,0,3,0.0,1,0.0,0.0,1.3862943611198906,1.3862943611198906,1.0986122886681096,5.8664680569332965,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,5.993961427306569,0,4,7.685243607975833,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.767187766223199,100
5,4.394449154672439,9.268986567408916,0.6931471805599453,1,0,0.0,6,6,1977,2001,3.367295829986474,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,1.0986122886681096,0,7.0909098220799835,1.9459101490553132,0.0,6.018593214496234,1610.0,2,0.6931471805599453,7.384610383176974,0.0,0.0,7.384610383176974,1.0,0.0,2,0,3,0.6931471805599453,1.0986122886681096,6,1.9459101490553132,2,5,7.589841512182657,2,2.0,480.0,1.791759469228055,1.791759469228055,1.0986122886681096,5.1298987149230735,4.23410650459726,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,4,4,8.0774471493312,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.230770136157428,101
10,4.356708826689592,9.127719343287845,0.6931471805599453,1,3,0.0,6,4,1985,1985,5.820082930352362,1.0986122886681096,1.6094379124341003,2,1.6094379124341003,1.3862943611198906,6,0.0,1.9459101490553132,0.0,6.60934924316738,741.0,4,0.6931471805599453,6.885509670034818,6.628041376179533,0.0,7.457609289715606,0.0,0.0,2,1,3,0.6931471805599453,1.0986122886681096,7,1.9459101490553132,1,5,7.593877844605118,0,2.0,476.0,1.791759469228055,1.791759469228055,1.0986122886681096,5.262690188904886,3.8501476017100584,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,8,4,7.813591552952433,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.08954444723597,102
15,4.174387269895637,8.856376036730422,0.6931471805599453,1,3,0.0,5,4,1979,1979,0.0,1.3862943611198906,0.6931471805599453,3,1.0986122886681096,1.6094379124341003,4,0.0,1.6094379124341003,0.0,0.0,0.0,4,0.6931471805599453,7.336936913707618,0.0,0.0,7.336936913707618,0.0,0.0,2,0,4,1.0986122886681096,1.3862943611198906,8,1.9459101490553132,0,3,7.590852123688581,3,2.0,410.0,1.791759469228055,1.791759469228055,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,8,3,7.336936913707618,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,11.68658461118553,103
5,4.553876891600541,9.249849505070895,0.6931471805599453,1,0,0.0,7,4,2009,2009,0.0,1.3862943611198906,1.6094379124341003,2,1.6094379124341003,1.3862943611198906,6,0.0,1.9459101490553132,0.0,7.112327444710911,1226.0,0,0.6931471805599453,7.112327444710911,0.0,0.0,7.112327444710911,0.0,0.0,2,0,3,0.6931471805599453,1.0986122886681096,6,1.9459101490553132,0,3,7.605890001053122,2,3.0,740.0,1.791759469228055,1.791759469228055,1.0986122886681096,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,7,4,7.8050670442584895,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.200562492481511,104
9,4.110873864173311,8.95660873889395,0.6931471805599453,1,3,0.0,7,3,1931,1950,6.398594934535208,1.3862943611198906,0.6931471805599453,4,1.6094379124341003,1.3862943611198906,3,5.41610040220442,1.9459101490553132,0.0,6.705639094860003,1040.0,0,0.6931471805599453,7.112327444710911,6.385194398997726,0.0,7.506042178518122,0.0,0.0,1,1,4,0.6931471805599453,1.3862943611198906,7,1.9459101490553132,2,5,7.5766097669730375,3,1.0,240.0,1.791759469228055,1.791759469228055,1.0986122886681096,0.0,0.0,0.0,0.0,5.220355825078325,0.0,1.3862943611198906,1.6094379124341003,0.0,8,1,7.958227192322312,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.040614105490253,105
10,4.330733340286331,9.145908511816794,0.6931471805599453,1,3,0.0,8,4,2003,2004,6.645090969505644,1.0986122886681096,1.6094379124341003,0,1.6094379124341003,1.3862943611198906,6,0.0,1.9459101490553132,0.0,6.960347729101308,1053.0,0,0.6931471805599453,6.960347729101308,6.84587987526405,0.0,7.597396320212795,0.0,0.0,2,1,3,0.6931471805599453,1.0986122886681096,9,1.9459101490553132,1,2,7.602900462204755,2,2.0,648.0,1.791759469228055,1.791759469228055,1.0986122886681096,4.948759890378168,3.828641396489095,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,10,2,8.021584533455107,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.429220196836383,106
6,4.110873864173311,9.287394001418473,0.6931471805599453,0,3,0.0,4,6,1885,1995,0.0,1.3862943611198906,1.6094379124341003,1,1.6094379124341003,1.3862943611198906,6,0.0,1.9459101490553132,0.0,6.464588303689961,641.0,2,0.6931471805599453,6.954638864880987,0.0,0.0,6.954638864880987,0.0,0.0,1,0,2,0.6931471805599453,1.3862943611198906,6,1.9459101490553132,0,3,7.578145472419466,3,1.0,273.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,6.111467339502679,10,1,7.4318919168078,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.51293546492023,107
5,3.9318256327243257,8.699681400989514,0.6931471805599453,1,3,0.0,5,4,1948,1950,0.0,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,1.3862943611198906,0,4.653960350157523,0.6931471805599453,5.135798437050262,6.248042874508429,789.0,0,0.6931471805599453,6.672032945461067,0.0,0.0,6.672032945461067,0.0,0.0,1,0,2,0.6931471805599453,1.3862943611198906,5,1.9459101490553132,0,3,7.575071699507561,3,1.0,250.0,1.791759469228055,1.791759469228055,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,6,2,7.364547014255642,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,11.652696102959753,108
9,4.454347296253507,9.04793908261736,0.6931471805599453,1,3,0.0,5,6,1919,2005,0.0,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,1.3862943611198906,6,0.0,1.9459101490553132,0.0,6.677083461247136,793.0,4,0.0,6.905753276311464,6.255750041753367,0.0,7.325148957955575,0.0,0.0,2,0,3,0.6931471805599453,0.6931471805599453,7,1.9459101490553132,0,3,0.0,1,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,4.976733742420574,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,10,1,7.745435610274381,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.652696102959753,109
5,4.663439094112067,9.371778717853713,0.6931471805599453,1,0,0.0,6,5,1977,1977,6.175867270105761,1.3862943611198906,1.6094379124341003,2,1.6094379124341003,1.3862943611198906,1,6.559615237493242,1.9459101490553132,0.0,7.038783541388542,1844.0,0,0.6931471805599453,7.520234556474628,0.0,0.0,7.520234556474628,0.0,0.0,2,0,3,0.6931471805599453,1.3862943611198906,7,1.9459101490553132,1,5,7.589841512182657,2,2.0,546.0,1.791759469228055,1.791759469228055,1.0986122886681096,0.0,4.812184355372417,0.0,0.0,0.0,0.0,1.3862943611198906,1.0986122886681096,0.0,0,4,8.213110697596676,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.154784614286667,110
9,4.330733340286331,9.161780181360806,0.6931471805599453,1,3,0.0,6,3,1954,1972,0.0,1.3862943611198906,1.6094379124341003,4,0.0,1.3862943611198906,5,6.09807428216624,1.9459101490553132,0.0,6.311734809152915,994.0,2,0.6931471805599453,7.104144092987527,6.461468176353717,0.0,7.526178913346146,0.0,0.0,2,0,4,0.6931471805599453,1.3862943611198906,7,1.9459101490553132,0,3,7.578145472419466,3,1.0,325.0,1.791759469228055,1.791759469228055,1.0986122886681096,5.209486152841421,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,1,0,7.955074273262696,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.827013315851762,111
13,4.174387269895637,8.955577146281511,0.6931471805599453,1,0,0.0,7,4,2000,2000,0.0,1.3862943611198906,1.6094379124341003,2,1.6094379124341003,1.3862943611198906,2,5.5254529391317835,1.9459101490553132,0.0,4.90527477843843,384.0,0,0.6931471805599453,6.652863029353347,6.487684018484611,0.0,7.266128779556451,0.0,0.0,2,1,3,0.6931471805599453,1.3862943611198906,7,1.9459101490553132,1,5,7.601402334583733,0,2.0,400.0,1.791759469228055,1.791759469228055,1.0986122886681096,5.198497031265826,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,6,4,7.503840746698951,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.100717685412471,112
10,4.356708826689592,9.20693457884135,0.6931471805599453,1,3,0.0,7,4,2007,2007,5.3981627015177525,1.0986122886681096,1.6094379124341003,0,1.6094379124341003,0.0,2,6.892641641172089,1.9459101490553132,0.0,5.638354669333745,1264.0,0,0.6931471805599453,7.1569563646156364,7.254884810077338,0.0,7.89989532313973,1.0,0.0,2,1,4,0.6931471805599453,0.0,10,1.9459101490553132,1,2,7.60489448081162,0,3.0,792.0,1.791759469228055,1.791759469228055,1.0986122886681096,4.795790545596741,5.220355825078325,0.0,0.0,5.1298987149230735,0.0,1.3862943611198906,1.6094379124341003,0.0,1,1,8.284251797621916,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,12.85832230788469,113
5,4.2626798770413155,9.952325334619427,0.6931471805599453,1,3,0.0,6,4,1953,1953,5.220355825078325,1.3862943611198906,1.0986122886681096,2,1.6094379124341003,1.0986122886681096,0,3.58351893845611,1.791759469228055,6.76849321164863,6.80903930604298,1809.0,4,0.6931471805599453,7.723120092266331,0.0,0.0,7.723120092266331,1.0,0.0,2,0,3,0.6931471805599453,1.0986122886681096,7,1.9459101490553132,2,2,7.577633832602728,3,2.0,450.0,1.791759469228055,1.791759469228055,1.0986122886681096,5.117993812416755,4.795790545596741,5.262690188904886,0.0,0.0,0.0,1.3862943611198906,1.0986122886681096,0.0,1,1,8.31115254800169,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.28765724080691,114
