rho,z_maxima
20.5,19.500003613051284
20.5,19.500003604205272
20.5,19.50000351696793
20.5,19.500003504530742
20.5,19.50000350197286
20.5,19.500003473722185
20.5,19.500003465655908
20.5,19.500003474652974
20.5,19.50000340995449
20.5,19.5000033344551
20.5,19.500003358394395
20.5,19.500003350028777
20.5,19.500003362238633
20.5,19.50000337469196
20.5,19.500003405057686
20.5,19.5000033373127
20.5,19.500003349189583
20.5,19.50000335696373
20.5,19.50000334506677
20.5,19.500003294165055
20.5,19.500003315473318
20.5,19.500003314987516
20.6,19.60000440368518
20.6,19.600004273709104
20.6,19.600004202691284
20.6,19.60000405664235
20.6,19.600003961409243
20.6,19.600003923049925
20.6,19.600003791604223
20.6,19.600003769366538
20.6,19.600003711732437
20.6,19.600003693696443
20.6,19.600003702398162
20.6,19.60000359335479
20.6,19.60000359794771
20.6,19.60000356551001
20.6,19.60000355802237
20.6,19.600003577525104
20.6,19.60000349065237
20.6,19.600003489459976
20.6,19.600003469726108
20.6,19.600003415578044
20.6,19.600003437643117
20.6,19.600003478836868
20.6,19.60000340005736
20.6,19.60000340998469
20.6,19.60000340048937
20.6,19.600003353691044
20.6,19.60000337806993
20.6,19.600003421937586
20.700000000000003,19.700004760994418
20.700000000000003,19.7000046403014
20.700000000000003,19.700004532420493
20.700000000000003,19.700004399725366
20.700000000000003,19.700004325195202
20.700000000000003,19.700004176241862
20.700000000000003,19.700004079798802
20.700000000000003,19.70000404193974
20.700000000000003,19.70000390497559
20.700000000000003,19.700003844784785
20.700000000000003,19.700003819992833
20.700000000000003,19.700003815470208
20.700000000000003,19.700003708053064
